dnaSampleID,imgGenomeID,jgiProjectID,ITS Proposal ID,Sequencing Status,Study Name,GenomeName,Sequencing Center,GOLD Analysis Project ID,GOLD Analysis Project Type,GOLD Sequencing Project ID,GOLD Study ID,Funding Program,Sequencing Method,Sequencing Quality,siteID,collectDate,Ecosystem,Ecosystem Category,Ecosystem Subtype,Ecosystem Type,Specific Ecosystem,GenomeSize,GeneCount,ScaffoldCount,metaBATbinCount,eukCCbinCount,estNumberGenomes,avgGenomeSize,numberFilteredReads,numberMappedReads,pctAssembledReads
ONAQ_043-M-20180530-COMP-DNA1,3300070453,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Onaqui, Utah, USA - ONAQ_043-M-20180530-COMP-DNA1",Battelle Memorial Institute,Ga0620066,Metagenome Analysis,Gp0766634,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,ONAQ,20180530,Environmental,Terrestrial,Unclassified,Soil,Unclassified,14128789,44241,38041,0,0,0,0,0,0,0
TALL_047-O-20160822-COMP-DNA1,3300039937,0,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Talladega National Forest, Ozarks Complex, AL, USA - TALL_047-O-20160822-COMP-DNA1",Battelle Memorial Institute,Ga0428498,Metagenome Analysis,Gp0477101,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,TALL,20160822,Environmental,Terrestrial,Temperate forest,Soil,Bulk soil,20465492,59397,53831,0,0,0,0,0,0,0
TALL_001-M-20170612-COMP-DNA1,3300069457,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Talladega National Forest, Ozarks Complex, AL, USA - TALL_001-M-20170612-COMP-DNA1 re-annotation",Battelle Memorial Institute,Ga0614179,Metagenome Analysis,Gp0477084,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,TALL,20170612,Environmental,Terrestrial,Temperate forest,Soil,Bulk soil,61950945,170320,138513,0,0,0,0,0,0,0
MART.20230725.EPILITHON.8.DNA-DNA1,3300079874,1500393,509938,Permanent Draft,Soil and water microbial communities from various NEON Field Sites across the United States,"Freshwater biofilm microbial communities from Martha Creek NEON Field Site, Stabler, Washington, USA - MART.20230725.EPILITHON.8.DNA-DNA1",DOE Joint Genome Institute  (JGI),Ga0654469,Metagenome Analysis,Gp0812778,Gs0166454,CSP,Illumina NovaSeq X 10B,Level 1: Standard Draft,MART,20230725,Environmental,Aquatic,Creek,Freshwater,Biofilm,1376155468,2198378,1204616,19,0,241,5710188,397624550,312469245,78.58
WOOD_003-M-20140507-COMP-DNA1,3300069387,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Woodworth, Northern Plains, ND, USA - WOOD_003-M-20140507-COMP-DNA1 re-annotation",Argonne National Laboratory,Ga0614049,Metagenome Analysis,Gp0477181,Gs0144570,NA,Illumina HiSeq,Level 1: Standard Draft,WOOD,20140507,Environmental,Terrestrial,Unclassified,Soil,Unclassified,3165707,9372,8523,0,0,0,0,0,0,0
WREF_001-O-20200719-COMP-DNA1,3300070619,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Wind River Experimental Forest, Washington, USA - WREF_001-O-20200719-COMP-DNA1",Battelle Memorial Institute,Ga0619508,Metagenome Analysis,Gp0766076,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,WREF,20200719,Environmental,Terrestrial,Forest,Soil,Unclassified,84536,296,260,0,0,0,0,0,0,0
SCBI_005-M-20170719-COMP-DNA1,3300069436,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Smithsonian Conservation Biology Institute, Mid-Atlantic, VA, USA - SCBI_005-M-20170719-COMP-DNA1 re-annotation",Battelle Memorial Institute,Ga0614117,Metagenome Analysis,Gp0476979,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,SCBI,20170719,Environmental,Terrestrial,Unclassified,Soil,Unclassified,7815438,25759,22652,0,0,0,0,0,0,0
TALL_001-M-20190618-COMP-DNA1,3300071100,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Talladega National Forest, Alabama, USA - TALL_001-M-20190618-COMP-DNA1",Battelle Memorial Institute,Ga0620307,Metagenome Analysis,Gp0766875,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,TALL,20190618,Environmental,Terrestrial,Forest,Soil,Unclassified,2679321,8646,7714,0,0,0,0,0,0,0
DSNY_021-M-20140327-COMP-DNA1,3300069323,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Disney Wilderness Preserve, Southeast, FL, USA - DSNY_021-M-20140327-COMP-DNA1 re-annotation",Argonne National Laboratory,Ga0613974,Metagenome Analysis,Gp0476701,Gs0144570,NA,Illumina HiSeq,Level 1: Standard Draft,DSNY,20140327,Environmental,Terrestrial,Unclassified,Soil,Unclassified,2410171,7568,6799,0,0,0,0,0,0,0
OAES_003-M-20170627-COMP-DNA1,3300039744,0,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Klemme Range Research Station, Southern Plains, OK, USA - OAES_003-M-20170627-COMP-DNA1",Battelle Memorial Institute,Ga0428123,Metagenome Analysis,Gp0476890,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,OAES,20170627,Environmental,Terrestrial,Unclassified,Soil,Unclassified,40489438,95134,75957,1,0,11,3680858,0,0,0
LEWI.20230726.EPIPELON.3.DNA-DNA1_V2,3300081837,1529198,509938,Permanent Draft,Soil and water microbial communities from various NEON Field Sites across the United States,"Freshwater biofilm microbial communities from Lewis Run NEON Field Site, Briggs, Virginia, USA - LEWI.20230726.EPIPELON.3.DNA-DNA1_v2",DOE Joint Genome Institute  (JGI),Ga0672871,Metagenome Analysis,Gp0824502,Gs0166454,CSP,Illumina NovaSeq X 25B,Level 1: Standard Draft,LEWI,20230726,Environmental,Aquatic,Creek,Freshwater,Biofilm,1389553988,2490059,1495694,9,0,397,3500135,383257438,137828060,35.96
WALK.20230706.EPILITHON.4.DNA-DNA1,3300078837,1500360,509938,Permanent Draft,Soil and water microbial communities from various NEON Field Sites across the United States,"Freshwater biofilm microbial communities from Walker Branch NEON Field Site, Oak Ridge, TN, USA - WALK.20230706.EPILITHON.4.DNA-DNA1",DOE Joint Genome Institute  (JGI),Ga0654436,Metagenome Analysis,Gp0812735,Gs0166454,CSP,Illumina NovaSeq X 10B,Level 1: Standard Draft,WALK,20230706,Environmental,Aquatic,Creek,Freshwater,Biofilm,907353297,1313107,544202,38,2,171,5306159,508599734,425714057,83.7
MLBS_064-M-20230711-COMP-DNA1,3300075661,1490395,509938,Permanent Draft,Soil and water microbial communities from various NEON Field Sites across the United States,"Soil microbial communities from Mountain Lake Biological Station NEON Field Site, Virginia, USA - MLBS_064-M-20230711-COMP-DNA1",DOE Joint Genome Institute  (JGI),Ga0643890,Metagenome Analysis,Gp0798412,Gs0166454,CSP,Illumina NovaSeq S4,Level 1: Standard Draft,MLBS,20230711,Environmental,Terrestrial,Temperate forest,Soil,Unclassified,1378073367,2440307,1385851,5,0,163,8454437,310254232,162695955,52.44
BLAN_031-M-20170714-COMP-DNA1,3300066299,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Blandy Experimental Farm, Mid-Atlantic, VA, USA - BLAN_031-M-20170714-COMP-DNA1 re-annotation",Battelle Memorial Institute,Ga0614101,Metagenome Analysis,Gp0476584,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,BLAN,20170714,Environmental,Terrestrial,Unclassified,Soil,Farm,16242182,51030,44161,0,0,0,0,0,0,0
MAYF.20230717.EPIXYLON.1.DNA-DNA1,3300081919,1500381,509938,Permanent Draft,Soil and water microbial communities from various NEON Field Sites across the United States,"Freshwater biofilm microbial communities from Mayfield Creek NEON Field Site, Duncanville, Alabama, USA - MAYF.20230717.EPIXYLON.1.DNA-DNA1 (version 2)",DOE Joint Genome Institute  (JGI),Ga0673004,Metagenome Analysis,Gp0812718,Gs0166454,CSP,Illumina NovaSeq X 10B,Level 1: Standard Draft,MAYF,20230717,Environmental,Aquatic,Creek,Freshwater,Biofilm,800646959,1325387,734219,9,2,137,5844138,331305930,111958322,33.79
CLBJ_003-M-20230509-COMP-DNA1,3300082212,1514636,509938,Permanent Draft,Soil and water microbial communities from various NEON Field Sites across the United States,"Soil microbial communities from Lyndon B. Johnson National Grassland NEON Field site, Great Plains, Texas, USA - CLBJ_003-M-20230509-COMP-DNA1 (version 2)",DOE Joint Genome Institute  (JGI),Ga0672940,Metagenome Analysis,Gp0820702,Gs0166454,CSP,Illumina NovaSeq X 25B,Level 1: Standard Draft,CLBJ,20230509,Environmental,Terrestrial,Unclassified,Soil,Unclassified,2841218816,4634007,2369628,38,0,554,5128553,522479354,265295184,50.78
SRER_047-M-20210809-COMP-1,3300069230,1414530,509462,Permanent Draft,Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico,"Terrestrial soil microbial communities from Santa Rita Experimental Range, Tucson, Arizona, USA - SRER_047-M-20210809-comp-1 re-annotation",DOE Joint Genome Institute  (JGI),Ga0613909,Metagenome Analysis,Gp0704947,Gs0161344,Director's Science,Illumina NovaSeq S4,Level 1: Standard Draft,SRER,20210809,Environmental,Terrestrial,Desert,Soil,Unclassified,1303162278,3360024,2619071,0,0,328,3973055,0,0,0
ONAQ_012-M-20160728-COMP-DNA1,3300039779,0,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Onaqui, Great Basin, UT, USA - ONAQ_012-M-20160728-COMP-DNA1",Battelle Memorial Institute,Ga0428290,Metagenome Analysis,Gp0476916,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,ONAQ,20160728,Environmental,Terrestrial,Unclassified,Soil,Unclassified,37127164,98915,85492,0,0,0,0,0,0,0
CPER_001-M-20190626-COMP-DNA1,3300070912,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Central Plains Experimental Range, Colorado, USA - CPER_001-M-20190626-COMP-DNA1",Battelle Memorial Institute,Ga0619670,Metagenome Analysis,Gp0766238,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,CPER,20190626,Environmental,Terrestrial,Unclassified,Soil,Unclassified,455834,1565,1418,0,0,0,0,0,0,0
SRER_053-M-20190806-COMP-DNA1,3300070533,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Santa Rita Experimental Range, Arizona, USA - SRER_053-M-20190806-COMP-DNA1",Battelle Memorial Institute,Ga0620281,Metagenome Analysis,Gp0766849,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,SRER,20190806,Environmental,Terrestrial,Unclassified,Soil,Unclassified,6767351,20933,18429,0,0,0,0,0,0,0
BLAN_032-M-20170714-COMP-DNA1,3300040632,0,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Blandy Experimental Farm, Mid-Atlantic, VA, USA - BLAN_032-M-20170714-COMP-DNA1",Battelle Memorial Institute,Ga0428171,Metagenome Analysis,Gp0476589,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,BLAN,20170714,Environmental,Terrestrial,Unclassified,Soil,Farm,1205592,3615,3250,0,0,0,0,0,0,0
SRER_002-M-20230821-COMP-DNA1,3300076625,1490369,509938,Permanent Draft,Soil and water microbial communities from various NEON Field Sites across the United States,"Soil microbial communities from Santa Rita Experimental Range NEON Field Site, Arizona, USA - SRER_002-M-20230821-COMP-DNA1",DOE Joint Genome Institute  (JGI),Ga0643864,Metagenome Analysis,Gp0798465,Gs0166454,CSP,Illumina NovaSeq S4,Level 1: Standard Draft,SRER,20230821,Environmental,Terrestrial,Shrubland,Soil,Unclassified,1598247718,2857074,1615697,4,0,381,4194875,354122368,173783430,49.07
ABBY_070-M-20170606-COMP-DNA1,3300040688,0,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Abby Road, Pacific Northwest, WA, USA - ABBY_070-M-20170606-COMP-DNA1",Battelle Memorial Institute,Ga0427988,Metagenome Analysis,Gp0476562,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,ABBY,20170606,Environmental,Terrestrial,Unclassified,Soil,Unclassified,1103906,3652,3505,0,0,0,0,0,0,0
NIWO_001-O-20160830-COMP-DNA1,3300069556,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Niwot Ridge Mountain Research Station, Southern Rockies & Colorado Plateau, CO, USA - NIWO_001-O-20160830-COMP-DNA1 re-annotation",Battelle Memorial Institute,Ga0614313,Metagenome Analysis,Gp0476862,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,NIWO,20160830,Environmental,Terrestrial,Unclassified,Soil,Unclassified,16416606,44570,36235,0,0,0,0,0,0,0
GUAN_007-M-20210922-COMP-1,3300060854,1414538,509462,Permanent Draft,Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico,"Terrestrial soil microbial communities from Guanica State Forest and Biosphere Reserve, Puerto Rico - GUAN_007-M-20210922-comp-1",DOE Joint Genome Institute  (JGI),Ga0597107,Metagenome Analysis,Gp0704955,Gs0161344,Director's Science,Illumina NovaSeq S4,Level 1: Standard Draft,GUAN,20210922,Environmental,Terrestrial,Tropical forest,Soil,Unclassified,1461123232,2562734,1398260,6,0,280,5218297,326415704,192963996,59.12
OSBS_029-M-20200708-COMP-DNA1,3300070477,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Ordway-Swisher Biological Station, Florida, USA - OSBS_029-M-20200708-COMP-DNA1",Battelle Memorial Institute,Ga0620140,Metagenome Analysis,Gp0766708,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,OSBS,20200708,Environmental,Terrestrial,Forest,Soil,Unclassified,21971026,69975,61404,0,0,0,0,0,0,0
GRSM_059-O-20170718-COMP-DNA1,3300040007,0,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Great Smoky Mountains National Park, TN, USA - GRSM_059-O-20170718-COMP-DNA1",Battelle Memorial Institute,Ga0428328,Metagenome Analysis,Gp0476716,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,GRSM,20170718,Environmental,Terrestrial,Unclassified,Soil,Unclassified,16384034,40430,33729,0,0,0,0,0,0,0
ONAQ_005-M-20160726-COMP-DNA1,3300040512,0,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Onaqui, Great Basin, UT, USA - ONAQ_005-M-20160726-COMP-DNA1",Battelle Memorial Institute,Ga0428072,Metagenome Analysis,Gp0476912,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,ONAQ,20160726,Environmental,Terrestrial,Unclassified,Soil,Unclassified,3066063,9326,8487,0,0,0,0,0,0,0
UNDE_038-M-20160810-COMP-DNA1,3300070226,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from University of Notre Dame Environmental Research Center, Michigan, USA - UNDE_038-M-20160810-COMP-DNA1",Battelle Memorial Institute,Ga0619496,Metagenome Analysis,Gp0766064,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,UNDE,20160810,Environmental,Terrestrial,Wetlands,Soil,Unclassified,2628793,9635,8875,0,0,0,0,0,0,0
REDB.20230712.EPIPSAMMON.5.DNA-DNA1,3300080787,1506417,509938,Permanent Draft,Soil and water microbial communities from various NEON Field Sites across the United States,"Freshwater microbial communities from Red Butte Creek NEON Field Site, Salt Lake City, Utah, USA - REDB.20230712.EPIPSAMMON.5.DNA-DNA1",DOE Joint Genome Institute  (JGI),Ga0654625,Metagenome Analysis,Gp0812680,Gs0166454,CSP,Illumina NovaSeq X 10B,Level 1: Standard Draft,REDB,20230712,Environmental,Aquatic,Creek,Freshwater,Unclassified,642649429,1189496,709349,6,0,154,4173048,371155696,116845076,31.48
WOOD_044-M-20170711-COMP-DNA1,3300069504,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Woodworth, Northern Plains, ND, USA - WOOD_044-M-20170711-COMP-DNA1 re-annotation",Battelle Memorial Institute,Ga0614241,Metagenome Analysis,Gp0477174,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,WOOD,20170711,Environmental,Terrestrial,Unclassified,Soil,Unclassified,15622078,45794,39205,0,0,0,0,0,0,0
WREF_072-M-20190618-COMP-DNA1,3300070600,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Wind River Experimental Forest, Washington, USA - WREF_072-M-20190618-COMP-DNA1",Battelle Memorial Institute,Ga0620468,Metagenome Analysis,Gp0767036,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,WREF,20190618,Environmental,Terrestrial,Forest,Soil,Unclassified,46095007,142162,122580,0,0,0,0,0,0,0
ORNL_006-M-20230628-COMP-DNA1,3300078532,1490389,509938,Permanent Draft,Soil and water microbial communities from various NEON Field Sites across the United States,"Soil microbial communities from Oak Ridge NEON Field Station, Tennessee, USA - ORNL_006-M-20230628-COMP-DNA1",DOE Joint Genome Institute  (JGI),Ga0643884,Metagenome Analysis,Gp0798438,Gs0166454,CSP,Illumina NovaSeq S4,Level 1: Standard Draft,ORNL,20230628,Environmental,Terrestrial,Temperate forest,Soil,Unclassified,1681197611,2973891,1738344,4,0,289,5817292,403883712,165344069,40.94
TALL_003-M-20200709-COMP-DNA1,3300070828,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Talladega National Forest, Alabama, USA - TALL_003-M-20200709-COMP-DNA1",Battelle Memorial Institute,Ga0620314,Metagenome Analysis,Gp0766882,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,TALL,20200709,Environmental,Terrestrial,Forest,Soil,Unclassified,5455484,17790,15965,0,0,0,0,0,0,0
ONAQ_005-M-20170626-COMP-DNA1,3300040321,0,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Onaqui, Great Basin, UT, USA - ONAQ_005-M-20170626-COMP-DNA1",Battelle Memorial Institute,Ga0428401,Metagenome Analysis,Gp0476900,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,ONAQ,20170626,Environmental,Terrestrial,Unclassified,Soil,Unclassified,5008631,15156,13224,0,0,0,0,0,0,0
CPER_002-M-20130701-COMP-DNA1,3300069473,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Central Plains Experimental Range, Central Plains, CO, USA - CPER_002-M-20130701-COMP-DNA1 re-annotation",Argonne National Laboratory,Ga0614206,Metagenome Analysis,Gp0476645,Gs0144570,NA,Illumina HiSeq,Level 1: Standard Draft,CPER,20130701,Environmental,Terrestrial,Unclassified,Soil,Unclassified,37959357,95435,73862,0,0,7,5422765,0,0,0
